movie,title,genres
1892,"Crucible, The (1996)",Drama
2072,101 Dalmatians (1996),Children's|Comedy
3067,I Can't Sleep (J'ai pas sommeil) (1994),Drama|Thriller
80,Die Hard 2 (1990),Action|Thriller
414,Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi
416,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi
1198,Star Trek V: The Final Frontier (1989),Action|Adventure|Sci-Fi
417,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi
418,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi
420,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi
866,Batman Returns (1992),Action|Adventure|Comedy|Crime
126,Young Guns (1988),Action|Comedy|Western
127,Young Guns II (1990),Action|Comedy|Western
251,Grease (1978),Comedy|Musical|Romance
1718,Grease 2 (1982),Comedy|Musical|Romance
2746,Marked for Death (1990),Action|Drama
2563,"Substance of Fire, The (1996)",Drama
1749,Under Siege (1992),Action
144,Jaws (1975),Action|Horror
1798,Jaws 2 (1978),Action|Horror
2868,Jaws 3-D (1983),Action|Horror
1703,My Fellow Americans (1996),Comedy
807,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War
153,Citizen Ruth (1996),Comedy|Drama
267,Jerry Maguire (1996),Drama|Romance
113,Raising Arizona (1987),Comedy
1341,Tin Men (1987),Comedy|Drama
602,Sneakers (1992),Crime|Drama|Sci-Fi
2214,Bastard Out of Carolina (1996),Drama
2334,In Love and War (1996),Romance|War
2215,Marvin's Room (1996),Drama
2121,Ghosts of Mississippi (1996),Drama
1877,Night Falls on Manhattan (1997),Crime|Drama
1120,Beavis and Butt-head Do America (1996),Animation|Comedy
2850,"Cérémonie, La (1995)",Drama
752,Scream (1996),Horror|Thriller
362,"Last of the Mohicans, The (1992)",Action|Romance|War
364,Michael (1996),Comedy|Romance
2610,"Evening Star, The (1996)",Comedy|Drama
277,Hamlet (1996),Drama
2749,Some Mother's Son (1996),Drama
2619,"Whole Wide World, The (1996)",Drama
1514,Mother (1996),Comedy
1864,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance
1567,Evita (1996),Drama|Musical
2774,"Portrait of a Lady, The (1996)",Drama
1081,Walkabout (1971),Drama
3303,Message to Love: The Isle of Wight Festival (1996),Documentary
2728,Grateful Dead (1995),Documentary
595,Murder at 1600 (1997),Mystery|Thriller
2434,Hearts and Minds (1996),Drama
1324,Fierce Creatures (1997),Comedy
3286,Zeus and Roxanne (1997),Children's
2368,Turbulence (1997),Thriller
2562,Angel Baby (1995),Drama
1196,Jackie Chan's First Strike (1996),Action
2252,Beverly Hills Ninja (1997),Action|Comedy
1591,Metro (1997),Action
3507,"Machine, The (1994)",Comedy|Horror
3508,"Stranger, The (1994)",Action
3464,Falling in Love Again (1980),Comedy
3282,"Cement Garden, The (1993)",Drama
1747,Dante's Peak (1997),Action|Thriller
3337,Meet Wally Sparks (1997),Comedy
2923,Amos & Andrew (1993),Comedy
245,Benny & Joon (1993),Comedy|Romance
78,Prefontaine (1997),Drama
3250,Guantanamera (1994),Comedy
2841,McHale's Navy (1997),Comedy|War
1658,Kolya (1996),Comedy
2778,Gridlock'd (1997),Crime
201,Waiting for Guffman (1996),Comedy
1518,Prisoner of the Mountains (Kavkazsky Plennik) (1996),War
3076,"Beautician and the Beast, The (1997)",Comedy|Romance
2518,SubUrbia (1997),Comedy
3396,Hotel de Love (1996),Comedy|Romance
2982,"Pest, The (1997)",Comedy
899,Fools Rush In (1997),Comedy|Romance
3127,Touch (1997),Romance
1338,Absolute Power (1997),Mystery|Thriller
1620,That Darn Cat! (1997),Children's|Comedy|Mystery
1719,Vegas Vacation (1997),Comedy
1523,That Old Feeling (1997),Comedy|Romance
1931,Lost Highway (1997),Mystery
2213,Rosewood (1997),Drama
266,Donnie Brasco (1997),Crime|Drama
2333,Booty Call (1997),Comedy|Romance
3397,Rhyme & Reason (1997),Documentary
2437,Boys Life 2 (1997),Drama
1878,City of Industry (1997),Crime|Thriller
2699,Best Men (1997),Action|Comedy|Crime|Drama
1621,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children's|Comedy
2761,Kama Sutra: A Tale of Love (1996),Romance
1150,Private Parts (1997),Comedy|Drama
1915,Love Jones (1997),Romance
1058,"Saint, The (1997)",Action|Romance|Thriller
1348,Smilla's Sense of Snow (1997),Action|Drama|Thriller
2217,"Van, The (1996)",Comedy|Drama
2404,Crash (1996),Drama|Thriller
2394,"Daytrippers, The (1996)",Mystery
1153,Liar Liar (1997),Comedy
3449,"Quiet Room, The (1996)",Drama
608,Selena (1997),Drama|Musical
1951,"Devil's Own, The (1997)",Action|Drama|Thriller|War
1625,Cats Don't Dance (1997),Animation|Children's|Musical
3398,B*A*P*S (1997),Comedy
2946,Love and Other Catastrophes (1996),Romance
3042,"Sixth Man, The (1997)",Comedy
3399,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children's
2511,Anna Karenina (1997),Drama|Romance
3304,Double Team (1997),Action
1353,Inventing the Abbotts (1997),Drama|Romance
2528,Anaconda (1997),Action|Adventure|Thriller
329,Grosse Pointe Blank (1997),Comedy|Crime
3428,Keys to Tulsa (1997),Crime
2042,Kissed (1996),Romance
3149,8 Heads in a Duffel Bag (1997),Comedy
3092,Hollow Reed (1996),Drama
3133,Paradise Road (1997),Drama|War
2421,Traveller (1997),Drama
1891,All Over Me (1997),Drama
2573,A Chef in Love (1996),Comedy
194,Romy and Michele's High School Reunion (1997),Comedy
3494,Temptress Moon (Feng Yue) (1996),Romance
2369,Volcano (1997),Drama|Thriller
2010,Children of the Revolution (1996),Comedy
196,Austin Powers: International Man of Mystery (1997),Comedy
1197,Breakdown (1997),Action|Thriller
3456,Broken English (1996),Drama
3259,Commandments (1997),Romance
1337,Ripe (1996),Drama
2371,"Truth or Consequences, N.M. (1997)",Action|Crime|Romance
2846,Warriors of Virtue (1997),Action|Adventure|Children's|Fantasy
2380,Fathers' Day (1997),Comedy
102,"Fifth Element, The (1997)",Action|Sci-Fi
214,Nowhere (1997),Drama
3230,Losing Chase (1996),Drama
2403,"Promise, The (La Promesse) (1996)",Drama
3291,"Bonheur, Le (1965)",Drama
152,Love! Valour! Compassion! (1997),Drama|Romance
47,Shall We Dance? (Shall We Dansu?) (1996),Comedy
2044,Twin Town (1997),Comedy|Crime
2045,Addicted to Love (1997),Comedy|Romance
1784,Brassed Off (1996),Comedy|Drama|Romance
1894,"Designated Mourner, The (1997)",Drama
62,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
21,Ponette (1996),Drama
558,Schizopolis (1996),Comedy
2216,Shiloh (1997),Children's|Drama
2853,Rough Magic (1995),Drama|Romance
2335,Trial and Error (1997),Comedy|Romance
1622,Buddy (1997),Adventure|Children's|Drama
1215,Con Air (1997),Action|Adventure|Thriller
3495,Late Bloomers (1996),Comedy
1282,"Pillow Book, The (1995)",Drama|Romance
3418,"To Have, or Not (1995)",Drama
3206,Speed 2: Cruise Control (1997),Action|Romance|Thriller
3436,Wedding Bell Blues (1996),Comedy
1572,Batman & Robin (1997),Action|Adventure|Crime
562,Dream With the Fishes (1997),Drama
2384,Roseanna's Grave (For Roseanna) (1997),Comedy|Romance
3169,Head Above Water (1996),Comedy|Thriller
24,Hercules (1997),Adventure|Animation|Children's|Comedy|Musical
3173,"Last Time I Committed Suicide, The (1997)",Drama
233,My Best Friend's Wedding (1997),Comedy|Romance
3094,Tetsuo II: Body Hammer (1992),Sci-Fi
2854,When the Cats Away (Chacun cherche son chat) (1996),Comedy|Romance
2146,Contempt (Le Mépris) (1963),Drama
260,Face/Off (1997),Action|Sci-Fi|Thriller
3448,Fall (1997),Romance
3165,Gabbeh (1996),Drama
189,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi
2705,Out to Sea (1997),Comedy
1629,Wild America (1997),Adventure|Children's
510,"Simple Wish, A (1997)",Children's|Fantasy
333,Contact (1997),Drama|Sci-Fi
2406,Love Serenade (1996),Comedy
512,G.I. Jane (1997),Action|Drama|War
741,Conan the Barbarian (1982),Action|Adventure
1630,George of the Jungle (1997),Children's|Comedy
295,Cop Land (1997),Crime|Drama|Mystery
1475,Event Horizon (1997),Action|Mystery|Sci-Fi|Thriller
1765,Spawn (1997),Action|Adventure|Sci-Fi|Thriller
1634,Air Bud (1997),Children's|Comedy
2049,Picture Perfect (1997),Comedy|Romance
681,In the Company of Men (1997),Drama
3065,Free Willy 3: The Rescue (1997),Adventure|Children's|Drama
1733,Career Girls (1997),Drama
617,Conspiracy Theory (1997),Action|Mystery|Romance|Thriller
2933,Desperate Measures (1998),Crime|Drama|Thriller
3338,Steel (1997),Action
2575,She's So Lovely (1997),Drama|Romance
2576,Hoodlum (1997),Crime|Drama|Film-Noir
2754,Leave It to Beaver (1997),Comedy
1139,Mimic (1997),Sci-Fi|Thriller
3126,Money Talks (1997),Action|Comedy
2043,Excess Baggage (1997),Adventure|Romance
2275,Kull the Conqueror (1997),Action|Adventure
907,Air Force One (1997),Action|Thriller
2829,187 (1997),Drama
56,"Hunt for Red October, The (1990)",Action|Thriller
1343,My Own Private Idaho (1991),Drama
2834,"Kiss Me, Guido (1997)",Comedy
2114,Star Maps (1997),Drama
661,In & Out (1997),Comedy
117,"Edge, The (1997)",Adventure|Thriller
1764,"Peacemaker, The (1997)",Action|Thriller|War
316,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
606,Seven Years in Tibet (1997),Drama|War
1176,Kiss the Girls (1997),Crime|Drama|Thriller
1346,Soul Food (1997),Drama
2891,Wishmaster (1997),Horror
1916,"Thousand Acres, A (1997)",Drama
607,"Game, The (1997)",Mystery|Thriller
2934,Fire Down Below (1997),Action|Drama|Thriller
1879,U Turn (1997),Action|Crime|Mystery
2046,"MatchMaker, The (1997)",Comedy|Romance
2546,"Assignment, The (1997)",Thriller
2383,"Smile Like Yours, A (1997)",Comedy|Romance
473,Ulee's Gold (1997),Drama
177,"Ice Storm, The (1997)",Drama
3525,Stag (1997),Action|Thriller
283,Chasing Amy (1997),Drama|Romance
918,How to Be a Player (1997),Comedy
1065,"Full Monty, The (1997)",Comedy
2993,Indian Summer (a.k.a. Alive & Kicking) (1996),Comedy|Drama
736,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",Drama|Romance
1268,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller
775,"Devil's Advocate, The (1997)",Crime|Horror|Mystery|Thriller
2471,Rocket Man (1997),Comedy
1880,Playing God (1997),Crime|Thriller
1359,"House of Yes, The (1997)",Comedy|Drama|Thriller
184,"Fast, Cheap & Out of Control (1997)",Documentary
1862,Washington Square (1997),Drama
2579,Telling Lies in America (1997),Drama
3305,Year of the Horse (1997),Documentary
292,Gattaca (1997),Drama|Sci-Fi|Thriller
509,FairyTale: A True Story (1997),Children's|Drama|Fantasy
2485,Phantoms (1998),Horror
2726,Swept from the Sea (1997),Romance
2890,Wonderland (1997),Documentary
1193,"Life Less Ordinary, A (1997)",Romance|Thriller
3294,Hurricane Streets (1998),Drama
958,Eve's Bayou (1997),Drama
1848,Switchback (1997),Thriller
1882,Gang Related (1997),Crime
876,Stripes (1981),Comedy
2407,Nénette et Boni (1996),Drama
2399,Bean (1997),Comedy
2345,Hugo Pool (1997),Romance
2362,Mad City (1997),Action|Drama
2959,One Night Stand (1997),Drama
3062,"Tango Lesson, The (1997)",Romance
1918,Welcome To Sarajevo (1997),Drama|War
3188,Deceiver (1997),Crime
620,"Rainmaker, The (1997)",Drama
308,Boogie Nights (1997),Drama
253,Witness (1985),Drama|Romance|Thriller
3401,Incognito (1997),Crime|Thriller
533,Starship Troopers (1997),Action|Adventure|Sci-Fi|War
2621,Critical Care (1997),Comedy
309,"Joy Luck Club, The (1993)",Drama
3033,Chairman of the Board (1998),Comedy
1047,Sliding Doors (1998),Drama|Romance
2972,Mortal Kombat: Annihilation (1997),Action|Adventure
268,"Truman Show, The (1998)",Drama
693,"Wings of the Dove, The (1997)",Drama|Romance|Thriller
1865,Mrs. Dalloway (1997),Romance
3247,"I Love You, I Love You Not (1996)",Romance
1370,Red Corner (1997),Crime|Thriller
1371,"Jackal, The (1997)",Action|Thriller
225,Anastasia (1997),Animation|Children's|Musical
1829,"Man Who Knew Too Little, The (1997)",Comedy|Mystery
350,Alien: Resurrection (1997),Action|Horror|Sci-Fi
3135,Alien Escape (1995),Horror|Sci-Fi
1375,Amistad (1997),Drama
1476,"Apostle, The (1997)",Drama
2514,Artemisia (1997),Drama
2906,Bent (1997),Drama|War
1936,"Butcher Boy, The (1998)",Drama
279,Deconstructing Harry (1997),Comedy|Drama
733,Flubber (1997),Children's|Comedy|Fantasy
1984,For Richer or Poorer (1997),Comedy
282,Good Will Hunting (1997),Drama
1627,Home Alone 3 (1997),Children's|Comedy
735,Midnight in the Garden of Good and Evil (1997),Comedy|Crime|Drama|Mystery
1628,Mouse Hunt (1997),Children's|Comedy
183,Office Killer (1997),Thriller
1267,Scream 2 (1997),Horror|Thriller
3509,Stranger in the House (1997),Thriller
1895,"Sweet Hereafter, The (1997)",Drama
20,Titanic (1997),Drama|Romance
262,Tomorrow Never Dies (1997),Action|Romance|Thriller
2222,"Education of Little Tree, The (1997)",Drama
1986,"Postman, The (1997)",Drama
1528,"Horse Whisperer, The (1998)",Drama
2223,"Winter Guest, The (1997)",Drama
190,Jackie Brown (1997),Crime|Drama
200,Kundun (1997),Drama
1987,Mr. Magoo (1997),Comedy
202,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller
1108,Afterglow (1997),Drama|Romance
204,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama
302,Great Expectations (1998),Drama|Romance
3331,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children's
2290,"Midaq Alley (Callejón de los milagros, El) (1995)",Drama
2513,Arguing the World (1996),Documentary
2336,Firestorm (1998),Action|Adventure|Thriller
3214,Senseless (1998),Comedy
823,Wag the Dog (1997),Comedy|Drama
686,Dark City (1998),Film-Noir|Sci-Fi|Thriller
2604,"Leading Man, The (1996)",Romance
2605,Star Kid (1997),Adventure|Children's|Fantasy|Sci-Fi
2804,Hard Rain (1998),Action|Thriller
543,Half Baked (1998),Comedy
1369,Fallen (1998),Action|Mystery|Thriller
2529,Shooting Fish (1997),Romance
341,"Prophecy II, The (1998)",Horror
2667,Dangerous Beauty (1998),Drama
156,Four Days in September (1997),Drama
1696,Spice World (1997),Comedy|Musical
1686,Deep Rising (1998),Action|Horror|Sci-Fi
3059,Music From Another Room (1998),Drama|Romance
1376,"Replacement Killers, The (1998)",Action|Thriller
3322,B. Monkey (1998),Romance|Thriller
2632,Night Flier (1997),Horror
756,Blues Brothers 2000 (1998),Action|Comedy|Musical
3295,Tokyo Fist (1995),Action|Drama
321,"Wedding Singer, The (1998)",Comedy|Romance
1381,Sphere (1998),Adventure|Sci-Fi|Thriller
2930,Ayn Rand: A Sense of Life (1997),Documentary
3500,Little City (1998),Comedy|Romance
1852,Palmetto (1998),Film-Noir|Mystery|Thriller
107,As Good As It Gets (1997),Comedy|Drama
2018,King of New York (1990),Action|Crime
3393,"Paralyzing Fear: The Story of Polio in America, A (1998)",Documentary
2079,Men With Guns (1997),Action|Drama
2852,Twilight (1998),Crime|Drama
1016,U.S. Marshalls (1998),Action|Thriller
2951,Welcome to Woop-Woop (1997),Comedy
1666,Love and Death on Long Island (1997),Comedy|Drama
2302,"Callejón de los milagros, El (1995)",Drama
2303,In God's Hands (1998),Action|Drama
1275,Everest (1998),Documentary
2649,Hush (1998),Thriller
797,Suicide Kings (1997),Crime|Drama
1179,"Man in the Iron Mask, The (1998)",Action|Drama|Romance
614,"Newton Boys, The (1998)",Crime|Drama
615,Wild Things (1998),Crime|Drama|Mystery|Thriller
1632,Paulie (1998),Adventure|Children's|Comedy
1847,"Cool Dry Place, A (1998)",Drama
2665,Hana-bi (1997),Comedy|Crime|Drama
619,Primary Colors (1998),Drama
2226,"Niagara, Niagara (1997)",Drama
2083,Wide Awake (1998),Children's|Comedy|Drama
3177,"Price Above Rubies, A (1998)",Drama
2227,Two Girls and a Guy (1997),Comedy|Drama
2813,No Looking Back (1998),Comedy|Drama|Romance
1221,"Object of My Affection, The (1998)",Comedy|Romance
2549,Meet the Deedles (1998),Children's|Comedy
2468,Homegrown (1998),Comedy|Thriller
3293,"Player's Club, The (1998)",Action|Drama
3402,Barney's Great Adventure (1998),Adventure|Children's
1114,"Big One, The (1997)",Comedy|Documentary
3109,Chinese Box (1997),Drama|Romance
3381,Follow the Bitch (1998),Comedy
347,Lost in Space (1998),Action|Sci-Fi|Thriller
3489,Heaven's Burning (1997),Action|Drama
888,Mercury Rising (1998),Action|Drama|Thriller
67,"Spanish Prisoner, The (1997)",Drama|Thriller
1049,City of Angels (1998),Romance
28,"Last Days of Disco, The (1998)",Drama
2755,"Odd Couple II, The (1998)",Comedy
3248,My Giant (1998),Comedy
273,He Got Game (1998),Drama
1922,"Gingerbread Man, The (1998)",Drama|Thriller
3499,Illtown (1996),Crime|Drama
2295,Live Flesh (1997),Drama
1379,Zero Effect (1998),Comedy|Thriller
3128,Nil By Mouth (1997),Drama
1638,"Borrowers, The (1997)",Adventure|Children's|Comedy|Fantasy
3486,Prince Valiant (1997),Adventure
3157,"I Love You, Don't Touch Me! (1998)",Drama|Romance
3377,Leather Jacket Love Story (1997),Drama|Romance
3496,"Alan Smithee Film: Burn Hollywood Burn, An (1997)",Comedy
2352,Kissing a Fool (1998),Comedy|Romance
2606,Krippendorf's Tribe (1998),Comedy
1957,Kurt & Courtney (1998),Documentary|Musical
2729,"Real Blonde, The (1997)",Comedy
1603,Mr. Nice Guy (1997),Action|Comedy
1954,Taste of Cherry (1997),Drama
1785,Character (Karakter) (1997),Drama
3146,Junk Mail (1997),Comedy|Thriller
2491,Species II (1998),Horror|Sci-Fi
2669,Major League: Back to the Minors (1998),Comedy
3066,Sour Grapes (1998),Comedy
2671,Wild Man Blues (1998),Documentary
2255,"Big Hit, The (1998)",Action|Comedy
2837,Tarzan and the Lost City (1998),Action|Adventure
3299,Black Dog (1998),Action|Thriller
2456,"Dancer, Texas Pop. 81 (1998)",Comedy|Drama
1667,"Friend of the Deceased, A (1997)",Comedy|Drama
3208,Go Now (1995),Drama
72,"Misérables, Les (1998)",Drama
2346,Still Breathing (1997),Comedy|Romance
2259,Clockwatchers (1997),Comedy
898,Deep Impact (1998),Action|Drama|Sci-Fi|Thriller
3194,Little Men (1998),Drama
3361,Woo (1998),Comedy|Romance
1867,"Hanging Garden, The (1997)",Drama
2445,Lawn Dogs (1997),Drama
2843,Quest for Camelot (1998),Adventure|Animation|Children's|Fantasy
1997,Godzilla (1998),Action|Sci-Fi
1605,Bulworth (1998),Comedy
801,Fear and Loathing in Las Vegas (1998),Comedy|Drama
208,"Opposite of Sex, The (1998)",Comedy|Drama
3403,I Got the Hook Up (1998),Comedy
3144,Almost Heroes (1998),Adventure|Comedy
1407,Hope Floats (1998),Comedy|Drama|Romance
2545,Insomnia (1997),Thriller
3395,Little Boy Blue (1997),Drama
2307,"Ugly, The (1997)",Horror|Thriller
600,"Perfect Murder, A (1998)",Mystery|Thriller
2759,Beyond Silence (1996),Drama
1228,Six Days Seven Nights (1998),Adventure|Comedy|Romance
1297,Can't Hardly Wait (1998),Comedy|Drama|Romance
2238,Cousin Bette (1998),Comedy
217,High Art (1998),Drama|Romance
3056,"Land Girls, The (1998)",Drama|War
2793,Passion in the Desert (1998),Adventure|Drama
1901,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Drama
3413,Dear Jesse (1997),Documentary
2758,Dream for an Insomniac (1996),Drama|Romance
2784,Hav Plenty (1997),Comedy
2053,Henry Fool (1997),Comedy|Drama
3102,Mr. Jealousy (1997),Comedy|Romance
26,Mulan (1998),Animation|Children's
589,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller
2410,I Went Down (1997),Action|Comedy|Crime
1124,Doctor Dolittle (1998),Comedy
783,Out of Sight (1998),Action|Crime|Romance
1377,Picnic at Hanging Rock (1975),Drama|Mystery
1534,Smoke Signals (1998),Comedy|Drama
3362,Voyage to the Beginning of the World (1997),Drama
274,Buffalo 66 (1998),Action|Comedy|Drama
879,Armageddon (1998),Action|Adventure|Sci-Fi|Thriller
755,Lethal Weapon 4 (1998),Action|Comedy|Crime|Drama
1637,Madeline (1998),Children's|Comedy
1641,Small Soldiers (1998),Animation|Children's|Fantasy|War
179,Pi (1998),Sci-Fi|Thriller
2153,Whatever (1998),Drama
324,There's Something About Mary (1998),Comedy
1818,Plan 9 from Outer Space (1958),Horror|Sci-Fi
1776,Wings (1927),Drama|Romance|War
2187,"Broadway Melody, The (1929)",Musical
1183,All Quiet on the Western Front (1930),War
3238,Cimarron (1931),Western
1734,Grand Hotel (1932),Drama
2127,Cavalcade (1933),Drama
1536,Mutiny on the Bounty (1935),Adventure
1938,"Great Ziegfeld, The (1936)",Musical
2156,"Life of Émile Zola, The (1937)",Drama
1537,You Can't Take It With You (1938),Comedy
1491,How Green Was My Valley (1941),Drama
1735,Mrs. Miniver (1942),Drama|War
981,Going My Way (1944),Comedy
1538,"Lost Weekend, The (1945)",Drama
1579,"Best Years of Our Lives, The (1946)",Drama|War
1736,Gentleman's Agreement (1947),Drama
2442,Hamlet (1948),Drama
1777,All the King's Men (1949),Drama
2129,"Greatest Show on Earth, The (1952)",Drama
1276,From Here to Eternity (1953),Drama|Romance|War
70,On the Waterfront (1954),Crime|Drama
1091,Marty (1955),Drama|Romance
240,West Side Story (1961),Musical|Romance
410,Tom Jones (1963),Comedy
1092,"Man for All Seasons, A (1966)",Drama
1403,In the Heat of the Night (1967),Drama|Mystery
1721,Oliver! (1968),Musical
1285,Midnight Cowboy (1969),Drama
90,"French Connection, The (1971)",Action|Crime|Drama|Thriller
91,Rocky (1976),Action|Drama
92,Kramer Vs. Kramer (1979),Drama
720,Ordinary People (1980),Drama
94,Chariots of Fire (1981),Drama
838,Terms of Endearment (1983),Comedy|Drama
427,Out of Africa (1985),Drama|Romance
724,"Last Emperor, The (1987)",Drama|War
33,Rain Man (1988),Drama
34,Driving Miss Daisy (1989),Drama
1138,Take the Money and Run (1969),Comedy
1098,Klute (1971),Drama|Mystery
840,Repo Man (1984),Comedy|Sci-Fi
903,Metropolitan (1990),Comedy
437,Labyrinth (1986),Adventure|Children's|Fantasy
136,"Breakfast Club, The (1985)",Comedy|Drama
1247,"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)",Horror
1249,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror
1250,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror
1251,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror
1252,Freddy's Dead: The Final Nightmare (1991),Horror
1253,Friday the 13th (1980),Horror
1254,Friday the 13th Part 2 (1981),Horror
1255,Friday the 13th Part 3: 3D (1982),Horror
1256,Friday the 13th: The Final Chapter (1984),Horror
1257,Friday the 13th Part V: A New Beginning (1985),Horror
1258,Friday the 13th Part VI: Jason Lives (1986),Horror
1260,Friday the 13th Part VII: The New Blood (1988),Horror
1261,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror
767,Halloween (1978),Horror
1262,Halloween II (1981),Horror
1263,Halloween III: Season of the Witch (1983),Horror
1264,Halloween 4: The Return of Michael Myers (1988),Horror
1265,Halloween 5: The Revenge of Michael Myers (1989),Horror
3017,Prom Night (1980),Horror
3262,Hello Mary Lou: Prom Night II (1987),Horror
3372,Prom Night IV: Deliver Us From Evil (1992),Horror
1425,Child's Play (1988),Horror
3021,Child's Play 2 (1990),Horror
3221,Child's Play 3 (1992),Horror
771,Poltergeist (1982),Horror|Thriller
1801,Poltergeist II: The Other Side (1986),Horror|Thriller
2807,Poltergeist III (1988),Horror|Thriller
259,"Exorcist, The (1973)",Horror
3243,Exorcist II: The Heretic (1977),Horror
1825,"Exorcist III, The (1990)",Horror
477,Lethal Weapon (1987),Action|Comedy|Crime|Drama
479,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
106,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama
481,Gremlins (1984),Comedy|Horror
1944,Gremlins 2: The New Batch (1990),Comedy|Horror
482,"Goonies, The (1985)",Adventure|Children's|Fantasy
133,"Mask of Zorro, The (1998)",Action|Adventure|Romance
2682,Polish Wedding (1998),Comedy
3036,"This World, Then the Fireworks (1996)",Crime|Drama|Film-Noir
487,Soylent Green (1973),Sci-Fi|Thriller
675,Metropolis (1926),Sci-Fi
499,Back to the Future Part II (1989),Comedy|Sci-Fi
500,Back to the Future Part III (1990),Comedy|Sci-Fi|Western
1157,"Poseidon Adventure, The (1972)",Action|Adventure
2120,Freaky Friday (1977),Children's|Comedy
501,"Absent Minded Professor, The (1961)",Children's|Comedy|Fantasy
2614,"Apple Dumpling Gang Rides Again, The (1979)",Children's|Comedy|Western
1671,Babes in Toyland (1961),Children's|Fantasy|Musical
13,Bambi (1942),Animation|Children's
737,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
742,Dangerous Liaisons (1988),Drama|Romance
513,Dune (1984),Fantasy|Sci-Fi
2102,"Last Temptation of Christ, The (1988)",Drama
1160,"Godfather: Part III, The (1990)",Action|Crime|Drama
1675,"Rapture, The (1991)",Drama|Mystery
1482,Lolita (1997),Drama|Romance
2356,Disturbing Behavior (1998),Horror|Thriller
2670,Mafia! (1998),Comedy|Crime
40,Saving Private Ryan (1998),Action|Drama|War
192,Billy's Hollywood Screen Kiss (1997),Comedy|Romance
2756,"$1,000,000 Duck (1971)",Children's|Comedy
3288,"Barefoot Executive, The (1971)",Children's|Comedy
1463,"Black Cauldron, The (1985)",Animation|Children's
1208,"Black Hole, The (1979)",Sci-Fi
2110,Blackbeard's Ghost (1968),Children's|Comedy
1655,Blank Check (1994),Children's|Comedy
2876,Candleshoe (1977),Adventure|Children's|Comedy
1445,"Cat from Outer Space, The (1978)",Children's|Comedy|Sci-Fi
536,"Computer Wore Tennis Shoes, The (1970)",Children's|Comedy
2007,Condorman (1981),Action|Adventure|Children's|Comedy
2393,D2: The Mighty Ducks (1994),Children's|Comedy
538,Darby O'Gill and the Little People (1959),Adventure|Children's|Fantasy
2825,"Devil and Max Devlin, The (1981)",Comedy
1504,"Far Off Place, A (1993)",Adventure|Children's|Drama|Romance
540,Flight of the Navigator (1986),Adventure|Children's|Sci-Fi
541,"Gnome-Mobile, The (1967)",Children's
2008,"Great Mouse Detective, The (1986)",Animation|Children's
542,"Happiest Millionaire, The (1967)",Comedy|Musical
2752,Herbie Goes Bananas (1980),Adventure|Children's|Comedy
2753,Herbie Goes to Monte Carlo (1977),Adventure|Children's|Comedy
1611,Hocus Pocus (1993),Children's|Comedy
1612,"Honey, I Blew Up the Kid (1992)",Children's|Comedy|Sci-Fi
343,"Honey, I Shrunk the Kids (1989)",Adventure|Children's|Comedy|Fantasy|Sci-Fi
2870,Hot Lead and Cold Feet (1978),Comedy|Western
2772,In Search of the Castaways (1962),Adventure|Children's
1465,"Incredible Journey, The (1963)",Adventure|Children's
1116,"Negotiator, The (1998)",Action|Thriller
1173,"Parent Trap, The (1998)",Children's|Drama
2373,BASEketball (1998),Comedy
2929,Full Tilt Boogie (1997),Documentary
2773,"Governess, The (1998)",Drama|Romance
3082,Seventh Heaven (Le Septième ciel) (1997),Drama|Romance
790,Roger & Me (1989),Comedy|Documentary
1121,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Romance
936,Out of the Past (1947),Film-Noir
79,Doctor Zhivago (1965),Drama|Romance|War
2087,Fanny and Alexander (1982),Drama
1510,"Trip to Bountiful, The (1985)",Drama
1009,Tender Mercies (1983),Drama
